1	31	2
2	185	5
3	205	13
4	183	18
5	167	22
6	158	29
7	187	34
8	151	36
9	208	41
10	217	50
11	207	51
12	206	65
13	211	61
14	226	73
15	213	74
16	208	81
17	217	99
18	233	97
19	236	92
20	222	93
21	232	128
22	223	112
23	215	118
24	237	123
25	204	133
26	239	143
27	240	133
28	247	158
29	226	177
30	237	161
31	241	160
32	252	161
33	266	181
34	258	193
35	267	200
36	259	195
37	267	214
38	278	225
39	257	200
40	264	213
41	266	244
42	270	240
43	284	251
44	263	263
45	281	254
46	293	269
47	294	271
48	274	327
49	292	342
50	298	289
51	281	298
52	290	321
53	294	300
54	284	317
55	292	357
56	308	393
57	301	353
58	298	326
59	306	351
60	309	341
61	296	376
62	313	388
63	315	381
64	312	410
65	317	399
66	328	412
67	330	388
68	322	421
69	323	378
70	329	414
71	339	477
72	334	487
73	323	505
74	321	466
75	351	467
76	351	499
77	352	484
78	348	512
79	353	501
80	359	514
81	349	537
82	341	494
83	353	591
84	342	477
85	360	568
86	368	558
87	362	559
88	352	544
89	374	587
90	380	582
91	354	515
92	348	551
93	381	551
94	378	563
95	374	596
96	375	624
97	372	617
98	370	704
99	386	611
100	384	636
101	389	659
102	387	660
103	366	765
104	404	685
105	381	705
106	392	706
107	388	688
108	416	747
109	401	685
110	402	644
111	402	801
112	407	702
113	419	809
114	416	756
115	413	903
116	411	741
117	428	859
118	433	819
119	428	875
120	442	845
121	435	865
122	425	837
123	437	782
124	432	791
125	437	839
126	448	833
127	443	868
128	445	823
129	446	915
130	441	811
131	441	826
132	444	815
133	465	897
134	459	912
135	463	866
136	467	948
137	464	967
138	473	990
139	459	949
140	466	947
141	475	1009
142	478	952
143	457	929
144	478	980
145	465	907
146	482	978
147	466	1056
148	478	926
149	467	986
150	487	1003
151	478	1029
152	485	952
153	486	1102
154	509	1141
155	498	1174
156	487	1160
157	507	1106
158	508	1052
159	492	1026
160	509	1192
161	520	1076
162	514	1219
163	516	1124
164	512	1120
165	526	1136
166	511	1159
167	522	1136
168	513	1066
169	512	1254
170	517	1154
171	527	1356
172	523	1154
173	534	1156
174	540	1084
175	531	1269
176	532	1167
177	517	1404
178	553	1231
179	534	1226
180	550	1276
181	546	1158
182	550	1364
183	551	1604
184	563	1432
185	556	1341
186	559	1398
187	550	1397
188	573	1340
189	575	1298
190	564	1317
191	559	1478
192	573	1344
193	579	1348
194	580	1380
195	557	1415
196	581	1357
197	582	1337
198	565	1320
199	580	1256
200	587	1432
201	594	1444
202	587	1325
203	599	1547
204	590	1534
205	601	1425
206	607	1485
207	607	1395
208	597	1581
209	596	1501
210	613	1461
211	603	1539
212	610	1504
213	598	1534
214	618	1492
215	602	1661
216	629	1668
217	621	1494
218	602	1613
219	632	1682
220	626	1655
221	637	1747
222	627	1628
223	644	1770
224	627	1569
225	647	1654
226	634	1576
227	627	1491
228	639	1571
229	650	1699
230	659	1778
231	648	1715
232	636	1744
233	655	1746
234	644	1885
235	634	1613
236	666	1625
237	652	1863
238	650	1807
239	665	1633
240	676	1623
241	670	1743
242	681	1889
243	666	2110
244	675	1872
245	677	1810
246	688	1941
247	695	1882
248	687	2082
249	682	1789
250	701	2076
251	694	1792
252	675	1776
253	694	2037
254	708	1981
255	695	1749
256	711	1742
257	708	1826
258	706	1933
259	699	1767
260	694	1923
261	715	1866
262	691	1680
263	702	1918
264	698	1964
265	716	1874
266	727	2111
267	698	1773
268	728	1812
269	706	2015
270	732	1958
271	728	2104
272	731	2230
273	735	2070
274	739	2248
275	742	1971
276	732	2062
277	737	2207
278	738	1963
279	722	2045
280	759	1918
281	739	2108
282	739	2024
283	741	2272
284	753	2179
285	760	1992
286	773	1815
287	747	1861
288	776	2237
289	776	2058
290	778	2106
291	772	2463
292	761	2069
293	767	2368
294	777	2170
295	783	2141
296	789	2431
297	772	2278
298	768	2160
299	782	2420
300	785	2191
301	796	2463
302	789	2640
303	794	2190
304	789	2372
305	784	2365
306	798	2122
307	765	2466
308	793	2403
309	808	2341
310	795	2325
311	818	2521
312	805	2407
313	818	2543
314	824	2739
315	807	2446
316	820	2418
317	821	2256
318	820	2535
319	830	2388
320	802	2294
321	840	2683
322	842	2796
323	846	2627
324	820	2578
325	850	2971
326	826	2596
327	830	2245
328	856	2408
329	849	2384
330	842	2399
331	847	2815
332	856	2529
333	832	2671
334	866	2442
335	856	2622
336	870	2674
337	853	2351
338	874	2619
339	867	2739
340	868	2511
341	869	2610
342	879	2806
343	871	2747
344	860	2502
345	872	2534
346	870	2404
347	890	2590
348	889	2564
349	899	2923
350	888	2590
351	892	2943
352	891	2840
353	889	2572
354	899	2577
355	910	2660
356	904	2595
357	889	2746
358	904	2779
359	900	3456
360	913	2829
361	895	2677
362	906	2876
363	911	2843
364	923	2712
365	915	3408
366	925	2815
367	919	2937
368	925	3042
369	915	2717
370	927	3272
371	942	3098
372	934	2865
373	929	3140
374	924	2969
375	914	3254
376	950	2766
377	937	3249
378	945	3002
379	940	3147
380	945	2702
381	948	2653
382	953	2876
383	952	3074
384	961	3013
385	947	3332
386	949	3029
387	951	3104
388	950	3096
389	973	3641
390	970	3064
391	969	3056
392	964	2871
393	970	3331
394	980	3126
395	978	2964
396	988	3100
397	974	3014
398	970	2996
399	987	3340
400	977	3468
401	990	3122
402	996	3225
403	999	3024
404	992	3496
405	1002	2876
406	1004	3149
407	996	3536
408	997	3004
409	1016	3192
410	998	3292
411	1012	3145
412	1006	3587
413	1011	3523
414	1029	3186
415	1021	3427
416	1012	3292
417	997	3005
418	1026	3213
419	1016	3581
420	1017	3298
421	1026	3145
422	1028	3156
423	1036	3338
424	1023	3349
425	1032	3533
426	1052	3204
427	1050	3565
428	1052	3341
429	1055	3335
430	1035	3665
431	1056	3523
432	1058	3878
433	1061	3446
434	1063	3357
435	1063	3221
436	1030	3573
437	1071	3216
438	1071	3865
439	1073	3364
440	1071	3492
441	1079	3548
442	1067	3268
443	1073	3360
444	1086	3327
445	1082	3639
446	1075	3533
447	1088	3841
448	1089	3712
449	1087	3511
450	1085	3410
451	1097	3705
452	1076	3612
453	1093	3256
454	1096	4068
455	1104	3571
456	1112	3573
457	1105	3617
458	1114	3494
459	1099	4051
460	1101	3505
461	1106	3651
462	1117	3629
463	1114	3789
464	1107	3533
465	1124	3697
466	1134	4070
467	1132	4087
468	1115	3698
469	1129	4295
470	1118	3451
471	1137	3774
472	1126	3531
473	1141	3819
474	1138	3750
475	1143	3617
476	1144	4215
477	1137	3863
478	1150	3796
479	1133	4031
480	1151	4038
481	1133	3422
482	1150	3606
483	1161	4118
484	1163	3903
485	1136	3594
486	1155	4420
487	1167	3897
488	1150	3774
489	1172	4082
490	1164	4135
491	1165	3651
492	1164	4380
493	1181	4328
494	1171	3917
495	1181	3769
496	1183	4223
497	1187	4621
498	1180	4191
499	1183	4386
500	1192	3715
501	1167	4052
502	1174	4213
503	1199	3791
504	1188	4521
505	1206	3871
506	1188	3790
507	1201	4256
508	1202	4483
509	1210	3825
510	1204	4468
511	1215	4124
512	1213	4165
513	1223	3806
514	1219	4870
515	1186	3986
516	1224	4310
517	1232	4514
518	1230	4204
519	1225	4259
520	1230	4457
521	1210	3882
522	1232	4443
523	1225	4101
524	1228	4061
525	1240	4013
526	1223	4070
527	1244	4916
528	1230	4691
529	1251	4258
530	1243	4085
531	1222	4514
532	1263	4179
533	1259	4396
534	1238	4407
535	1259	4234
536	1268	4256
537	1265	4570
538	1270	4686
539	1272	4103
540	1263	4357
541	1265	4947
542	1276	4405
543	1280	4786
544	1287	4614
545	1268	4409
546	1287	4884
547	1274	4317
548	1280	4231
549	1276	4625
550	1269	4493
551	1297	4618
552	1305	4907
553	1283	4322
554	1289	4620
555	1304	4750
556	1303	4536
557	1307	3952
558	1294	4749
559	1315	4502
560	1291	4172
561	1305	4512
562	1310	4450
563	1323	4845
564	1312	4852
565	1310	4525
566	1323	4487
567	1309	4663
568	1310	4500
569	1323	4197
570	1324	4682
571	1333	5268
572	1315	5527
573	1333	4922
574	1336	4669
575	1335	4614
576	1331	4704
577	1349	5115
578	1356	4557
579	1355	5059
580	1335	4441
581	1359	4493
582	1354	4763
583	1355	4613
584	1361	5375
585	1369	5012
586	1369	4519
587	1371	4739
588	1351	5019
589	1370	5013
590	1358	4795
591	1367	4930
592	1375	5089
593	1370	5295
594	1376	4694
595	1389	4981
596	1377	5076
597	1377	5486
598	1378	4933
599	1385	6343
600	1392	5456
601	1383	5024
602	1395	5385
603	1396	5314
604	1399	5459
605	1390	5322
606	1401	4665
607	1395	5229
608	1416	5217
609	1416	5422
610	1416	5019
611	1397	4882
612	1412	5051
613	1422	4881
614	1406	5388
615	1422	5048
616	1405	5022
